Year,Status,Adult_Mortality,Alcohol,percentage_expenditure,BMI,Total_expenditure,Diphtheria,HIV_AIDS,GDP,Population,Income_composition_of_resources,Schooling,Life_expectancy
2004,Developing,183,1.59,34.41887163,37,5.11,99,0.3,465.1198869,2586435,0.613,11.6,67.8
2002,Developing,125,5.52,78.80940216,47.8,8.3,99,0.2,4126.14671,3149265,0.725,12.6,75.7
2012,Developed,14,11.49,1851.713262,61.9,7.8,96,0.1,13235.97757,4267558,0.815,14.6,77.1
2012,Developed,6,7.49,4793.904924,62.1,9.28,97,0.1,34814.12436,59539717,0.877,16.6,82
2010,Developing,459,4.93,56.93670561,29.7,8.47,89,21.6,369.239336,122843,0.523,11,53.6
2005,Developing,14,1.37,379.5139945,52.2,5.57,98,0.1,3194.562243,112482,0.683,13.9,74.2
2006,Developing,22,5.46,47.08931143,24,7.84,97,1.2,843.89447,159328,0.521,10.2,64.7
2010,Developing,279,0.01,79.67936736,16.7,9.2,66,0.1,553.32894,2883167,0.448,9.2,58.8
2003,Developing,321,0.59,124.3789361,39.6,6.79,68,1.4,588.3582595,61724,0.433,7.2,59.6
2003,Developing,166,3.04,194.4335736,41.2,8.29,92,1.4,1157.3427,733821,0.566,10.3,71.9
2014,Developing,26,0.01,80.92679802,3.1,3.77,84,0.9,1326.66882,46392,0.509,8.5,63
2008,Developed,159,11.9,128.0805702,55.6,5.33,96,0.1,1136.47356,2537875,0.78,14.7,73.1
2014,Developing,22,6.29,24.44473709,52.3,4.36,95,0.1,1286.56511,17289224,0.789,15,69.9
2012,Developing,68,8.3,9748.636237,65.3,1.78,95,0.1,52496.69487,3475545,0.907,15.9,81.6
2014,Developing,162,0.01,7.829008596,39.9,6.88,97,0.2,114.45919,8362745,0.622,11.3,69.6
2013,Developing,118,6.89,1694.467075,56.3,8.9,8,0.1,11685.97983,3838462,0.773,12.9,77.5
2011,Developing,229,7.56,536.2332523,43.2,6.8,93,0.4,3439.597513,7491,0.624,10.3,65.6
2008,Developing,189,0.21,70.27113179,15.4,6.44,82,0.2,473.844449,26475859,0.492,10.1,67
2002,Developing,313,10.87,266.5416917,54.5,5.99,97,0.3,2375.5944,1453646,0.727,12.8,64.8
2014,Developing,178,6.32,1132.432517,57.7,5.69,85,0.4,9564.46383,547928,0.722,12.7,71.4
2013,Developing,22,0.01,137.2591943,76.7,1.15,95,0.1,1724.361737,18535,0.589,11.9,65.8
2002,Developing,148,3.82,155.2072669,22.6,5.17,91,0.8,1373.515636,45216,0.569,11.3,77
2012,Developed,81,11.96,331.457035,59.5,9.74,98,0.1,2577.4264,1514844,0.824,16.3,83
2008,Developing,98,1.67,69.13924862,62.5,8.7,81,0.1,712.775759,411147,0.74,13.1,74.5
2014,Developing,155,0.01,28.14578503,17,1.48,77,0.1,1153.51578,1212814,0.612,12.5,68
2009,Developing,219,0.3,1.177477677,21.2,4.81,86,0.5,12.566464,1255917,0.444,7.5,63.5
2010,Developing,121,8.15,187.610955,59.8,6.55,94,0.1,1276.265,41223889,0.802,16.8,75.5
2007,Developing,22,4.72,685.0299083,52.6,5.92,84,0.8,5761.39536,5975,0.684,11.7,69.5
2006,Developing,147,4.53,62.43710774,51.3,6.11,93,0.1,379.78776,43835722,0.669,11.5,73.1
2001,Developing,14,4.25,96.20557078,46,6,97,0.1,1326.97339,36173,0.662,10.6,73.6
2010,Developing,131,0.49,65.56659662,35.3,3.99,96,0.1,971.356987,28112289,0.764,12.8,74.1
2008,Developing,322,0.49,11.76572311,15.1,3.69,94,1.1,326.825642,4232636,0.406,5.2,67
2003,Developing,715,4.06,0,26.7,6.52,68,36.7,453.3511552,12633897,0.418,9.5,44.5
2010,Developing,158,5.95,71.6850913,27.9,3.81,99,0.2,575.32176,672888,0.711,13.1,73.9
2008,Developed,92,12.35,3652.869332,56.5,9.9,97,0.1,24815.6884,1558177,0.804,15.8,79
2012,Developing,148,5.36,441.8446244,47.9,1.33,87,0.1,3855.537735,6379219,0.679,12.3,73.6
2012,Developing,13,7.71,158.2576025,53.6,8.57,92,0.1,4142.869175,3825,0.749,13.4,74.2
2001,Developing,124,5.43,7.320514461,46.9,7.72,99,0.1,446.372833,389684,0.721,12.4,75.5
2006,Developing,587,1.18,6.847033785,16.2,8.99,99,21.1,297.6971211,13429262,0.377,9.6,47.1
2003,Developing,183,1.54,28.52135777,36.4,5.17,98,0.3,396.129969,2556765,0.607,11.3,67.2
2011,Developed,63,10.3,10986.26527,64.4,9.2,92,0.1,62245.129,223424,0.927,19.8,82
2009,Developing,157,3.08,286.1211446,45.9,8.84,97,0.5,1815.489496,83521,0.603,11.3,73.4
2001,Developing,193,3.51,22.35595448,43.5,5.26,87,0.4,143.6758,5175,0.57,10.4,73
2006,Developing,144,3.52,19.13983284,47.9,5.86,96,0.3,335.786541,1396748,0.693,12.8,74.4
2001,Developing,11,1.19,257.2878697,48.9,5.29,98,0.1,2254.933126,978571,0.654,13.1,73.2
2008,Developing,123,0.51,171.3658969,51.7,5.41,99,0.1,2884.94776,31596855,0.589,10.3,71.8
2000,Developing,274,2.79,56.431387,38.5,4.92,94,0.1,474.2133361,2397436,0.582,8.9,62.8
2001,Developing,247,6.71,15.54978677,36.4,5.82,85,1.7,925.582546,752263,0.606,10.9,65.4
2009,Developing,183,2.56,92.81479759,4,6.31,98,0.2,1213.265328,277674,0.651,11.8,68
2001,Developing,331,0.68,93.37278497,38.2,6.68,55,1.3,539.41528,5716152,0.422,6.6,59.1
2009,Developing,376,9.05,14.5676468,21.6,4.24,63,4.9,197.661422,15442181,0.487,9.3,51.6
2004,Developing,269,0.27,7.212110766,18.8,3.96,76,0.1,616.4197236,597228,0,9.5,59.8
2014,Developing,148,0.01,115.2784282,32.8,4.81,97,0.1,1153.93822,126934,0.769,14.7,74.2
2006,Developing,16,4.15,1185.412346,51.4,7.82,89,0.1,5245.187372,438794,0.727,12.6,78
2010,Developed,64,10.52,8875.786493,63.9,9.2,92,0.1,51874.848,223175,0.927,19.5,81.9
2014,Developing,297,0.01,41.25159038,18.2,7.54,95,0.7,312.7489794,989179,0.404,10.6,59.1
2013,Developing,121,2.14,275.6514934,5.6,5.54,93,0.1,7875.756953,941681,0.745,11.9,72.2
2014,Developing,522,0.01,162.1278115,32,1.62,93,9.4,1174.839214,2145785,0.491,10.8,52.1
2010,Developing,134,3.95,367.9285652,5.7,5.9,91,0.1,4657.32361,1493469,0.703,13.1,75
2006,Developing,24,7.04,170.6325842,39.6,4.67,93,1.1,1945.6395,74961,0.622,11.7,65.2
2011,Developing,347,10.22,94.49686776,16.7,9.9,82,6.8,584.3962137,3593648,0.477,10.7,59.3
2006,Developing,145,1.96,120.2471713,17.2,4.6,98,0.1,1448.7611,1952,0.718,13.1,73.8
2007,Developing,144,4.66,780.5946749,52,6.25,93,0.1,4674.21961,44374572,0.675,11.9,73.5
2002,Developing,179,4.14,369.6317105,26.4,4.24,88,0.1,3957.51296,124621,0.683,12.5,71.5
2014,Developed,78,9.88,271.2545531,6.9,9.5,98,0.1,2277.53613,14162,0.837,16.8,89
2008,Developing,217,0.02,61.76263795,26.1,3.23,74,1.3,1167.535689,347541,0.475,7.2,61.4
2011,Developed,14,12.19,1913.356642,61.3,7.8,96,0.1,14539.18421,428622,0.808,14.5,77
2002,Developing,186,1.47,24.99438738,35.9,5.44,99,0.2,383.3494997,2527185,0.6,11,67.1
2013,Developed,58,7.35,483.1916844,62.6,9.22,96,0.1,3537.27441,6233948,0.876,16.5,82.3
2008,Developing,26,1.95,81.04656111,57.3,3.68,99,0.1,4177.657789,84334,0.7,14.3,68.7
2002,Developed,68,11.68,1128.050886,53.8,6.12,98,0.1,16372.29152,976966,0.805,12.5,78.4
2003,Developing,437,1.49,35.85204668,15.5,4.45,73,14.5,436.6875357,3413852,0.45,8.2,52.4
2014,Developing,177,6.58,670.0920883,5.1,5.79,95,0.2,4852.223666,351694,0.705,12.8,70
2004,Developing,238,2.86,186.1013972,4,4.3,97,0.1,1453.917166,473398,0,10.3,63.5
2014,Developing,119,6.74,1842.463782,57.1,8.3,8,0.1,12593.7374,393986,0.78,13,77.6
2009,Developed,85,10.05,671.9376566,61.6,1.39,98,0.1,4488.5615,1796493,0.876,15.8,79.8
2010,Developed,68,11.88,4509.234803,58.9,8.76,94,0.1,48538.58776,456155,0.907,18.2,86
2011,Developing,86,7.26,211.614293,61.2,7,94,0.1,1475.69242,17153357,0.82,15.4,79.8
2014,Developing,144,4.38,1435.487755,57.2,7.2,9,0.1,7913.383432,47791911,0.72,13.6,74.6
2008,Developing,382,5.9,68.7073044,24.9,5.18,84,6.7,1233.524316,18978,0.466,8.8,54.2
2001,Developing,144,0.53,210.2417002,27,3.4,96,0.1,3915.11546,2369897,0.725,11.9,72.7
2000,Developing,321,0.01,10.42496,12.2,8.2,24,0.1,114.56,293756,0.338,5.5,54.8
2001,Developing,129,1.98,41.30688803,15.6,5.84,98,0.1,298.67598,292,0.587,11.8,78
2010,Developing,365,7.8,191.6537407,2.4,3.39,77,2.5,3529.53482,23369131,0.488,9,49.6
2008,Developing,273,9.46,456.4586664,57.6,6.63,9,0.4,3891.37823,462582,0.73,14.9,67.7
2010,Developed,188,12.9,1423.802386,6,7.9,95,0.1,11984.86857,397282,0.824,16.8,72.4
2012,Developing,184,0.01,16.71406295,42.2,6.49,99,0.1,174.468298,297745,0.673,12,68.8
2004,Developing,131,0.93,10.21129783,46.8,4.48,81,0.1,148.852738,1786638,0.61,10.6,73.2
2008,Developing,19,2.21,472.2234994,45.9,6.65,95,0.4,2794.22189,146366,0.589,10.4,79
2004,Developing,213,0.06,55.36107207,18.2,2.37,71,0.1,1148.56996,223614649,0.624,11,65.3
2003,Developing,693,5.51,299.3671252,31.6,4.65,96,31.9,4163.6596,184339,0.567,11.8,46.4
2008,Developing,288,4.5,107.7988339,15.6,6.77,93,1.5,569.7612784,14689726,0.345,5.4,56.1
2011,Developing,128,4.09,260.9963826,51.9,3.71,95,0.1,3526.978143,2875581,0.729,12.7,73.9
2012,Developing,154,0.01,915.1859205,31.8,4.76,98,0.1,9291.227619,1255882,0.756,14.3,73.9
2013,Developing,399,6.39,10.66670728,3.8,6.88,95,6.8,111.227396,155456,0.488,10.4,58
2013,Developing,47,0.01,1.321464076,23.3,11.59,92,0.8,71.8186998,692279,0.413,9.3,54
2013,Developing,136,3.79,5.457289334,52.7,5.91,93,0.6,56.144952,285187,0.727,12.8,75.6
2005,Developing,126,4.93,998.3498049,56.4,6.4,98,0.1,7986.798439,18472228,0.719,12.2,75.3
2009,Developed,136,10.7,1299.159757,57.8,7.12,99,0.1,11527.59323,3815163,0.818,15.1,75.7
2007,Developing,356,1.97,59.83361364,17.3,4.8,81,9.1,839.181117,388599,0.494,10.1,56.8
2010,Developing,128,9.65,774.4396617,57,1.9,91,0.1,5411.87744,7291436,0.755,13.6,74.4
2006,Developing,211,2.06,52.1241634,55.9,3.84,98,0.1,3749.939813,827411,0.695,14,68.5
2014,Developing,11,0.01,54.2373183,58.4,7.21,95,0.1,547.8517,39113313,0.741,14.4,75.4
2010,Developed,18,9.8,1109.969508,58.9,6.55,92,0.1,11326.21947,297555,0.815,16,72.8
2010,Developing,363,2.47,184.3649102,2.7,4.41,83,6.8,1463.213573,138533,0.533,11.8,58
2006,Developing,299,0.64,126.6142137,41.9,5.92,72,1.5,854.346921,647272,0.454,8.2,68
2000,Developing,98,4.34,94.17819458,45.4,7.12,88,0.1,388.363689,3925443,0.702,11.6,77.6
2011,Developing,418,3.78,54.6659175,22.2,11.98,89,1.3,445.525,6611692,0.392,8.9,48.9
2006,Developing,12,1.46,420.1153538,53.1,5.64,99,0.1,3371.71231,1196136,0.689,14.2,74.4
2006,Developed,66,8.84,2380.699796,65.6,8.93,85,0.1,16671.5672,4538,0.809,14.8,79.3
2007,Developed,154,10.6,919.1673438,55,5.21,96,0.1,8214.185378,2882982,0.766,14.1,72.9
2008,Developing,225,4.26,181.0123284,44.9,5.58,96,0.1,2139.625631,2628131,0.673,13.4,67.4
2008,Developing,181,7.22,51.25232422,45.7,5.9,94,0.1,447.22796,36165,0.699,12.8,69.6
2005,Developing,136,0.5,2.548922758,48.9,3.24,88,0.1,31.122378,33288437,0.68,12,72.9
2013,Developed,54,9.04,212.0859259,59.2,7.46,99,0.1,2797.96736,1143896,0.85,13.8,81
2008,Developed,62,12.01,239.6409938,56.8,6.89,97,0.1,3539.7488,181563,0.844,13.7,79.1
2010,Developing,163,2.95,0.108055973,3.7,5.29,99,0.2,8.376432,1254,0.74,14,73.3
2003,Developing,237,7.93,16.47949015,37.8,5.97,9,2.1,986.7958173,751857,0.611,11.1,65.3
2014,Developing,463,0.01,1.443286353,23.8,11.9,83,0.6,78.4394757,779162,0.426,9.5,48.1
2002,Developing,31,1.6,3.336437969,2.7,3.7,78,3.5,39.484473,19924522,0.484,7.6,57.6
2009,Developing,453,1.56,40.45156933,19.8,3.58,42,7.3,449.961839,44423,0.345,6.4,48.6
2006,Developing,161,5.61,26.18072382,43.5,6.43,98,0.2,189.71539,5882796,0.648,12.1,72.3
2002,Developing,415,7.82,1.9659778,14.1,4.18,88,8,196.59778,853625,0.343,7.2,57
2011,Developing,241,0.12,59.6596497,22.1,6.1,83,0.2,829.7586885,76569,0.479,10.6,62.2
2006,Developing,295,0.03,17.17151751,14.7,7.43,58,0.1,272.56377,2589345,0.405,8.1,57.3
2004,Developing,124,4.9,920.8284115,55.7,6.11,98,0.1,7199.59665,16995583,0.714,12.1,75.4
2008,Developing,441,3.91,5.379606465,2.7,1.29,77,1.9,46.3759178,6165372,0.367,8.3,46.2
2014,Developing,225,0.01,281.0023992,51.5,4.73,99,0.1,4181.583321,2923896,0.729,14.8,68.4
2007,Developing,16,5.16,8.240355867,51.5,8.37,95,0.1,418.292176,3774,0.703,12.9,75.4
2002,Developing,189,0.05,43.17867291,16.7,2.27,7,0.1,899.5556857,2175859,0.608,10.6,66.7
2007,Developing,148,3.64,25.62349238,48.1,4.87,92,0.9,462.517913,2775467,0.714,12.5,74.2
2008,Developing,178,0.32,4.153362912,35.3,5.58,86,0.3,76.914128,739728,0.592,10.8,66.4
2003,Developing,21,5.67,312.7995946,42.6,4.53,96,1.5,3679.99523,26913,0.684,12.2,68.4
2000,Developing,143,1.54,421.2956602,53.5,4.95,85,0.1,4316.553895,6324121,0.641,10.7,74
2001,Developing,48,2.09,37.82511936,16.9,5.64,73,13.4,256.4414872,18588758,0.298,5.8,49.5
2013,Developing,84,7.2,2442.222054,62.5,7.53,91,0.1,15941.39722,17462982,0.831,15.6,81
2012,Developed,138,9.58,1078.358105,58.4,5.48,91,0.1,8558.39766,25835,0.797,15.3,74.4
2000,Developed,153,8.4,412.4323974,53.1,5.5,98,0.1,4492.72764,38258629,0.777,14.6,73.7
2003,Developing,81,9.46,2124.921517,59.2,8.61,94,0.1,18477.57841,19287,0.823,15.2,79.1
2005,Developing,163,6.38,20.68037294,42.8,6.7,96,0.2,157.145691,5795494,0.646,12.3,72.1
2010,Developing,145,0.19,21.82252494,55.8,3.82,74,0.1,452.74948,376271,0.646,10.4,76
2008,Developed,8,11.53,18961.3486,58.4,7.34,99,0.1,114293.8433,48865,0.887,13.5,80
2006,Developing,3,11.79,12.25184084,55.7,5.3,98,0.3,692.194398,14349528,0.754,13.8,66.4
2012,Developing,12,8.35,1133.558003,61,5.2,91,0.1,12969.7712,4296739,0.822,17.2,75.9
2013,Developed,57,7.3,1212.666327,58.5,11.97,98,0.1,6283.24522,96379,0.904,15.8,81.9
2010,Developing,116,1.49,32.78235828,61.9,5.61,97,0.1,1672.5693,72326914,0.715,13,74.2
2009,Developed,158,10.4,14.96373588,56.3,5.56,95,0.1,822.18329,2367487,0.795,15.4,73.1
2003,Developed,15,14.21,2283.891796,52.5,9.54,99,0.1,15772.7334,1458821,0.789,15.8,77.3
2001,Developing,194,5.92,176.0625201,19.4,3.32,96,0.8,1893.145377,63543322,0.649,11.2,71.2
2007,Developing,133,4.29,516.4037021,5.2,4.6,93,0.3,3611.2147,28292724,0.696,13.2,74
2002,Developing,138,7.81,470.1869145,55.1,8.31,93,0.1,2579.193168,3788937,0.776,16.3,74.1
2006,Developed,161,10.39,508.6304588,6.3,6.67,95,0.1,4513.13628,76122,0.75,13.5,72.2
2013,Developing,81,11.1,6646.953935,61.6,11.56,99,0.1,42554.1225,6599857,0.887,16.2,82
2010,Developing,273,0.6,9.585584394,2.7,6.35,73,1.5,78.377632,157585,0.396,7.3,56.5
2001,Developing,13,13.89,3451.185079,55.2,9.89,97,0.1,22527.31775,61357431,0.849,15.6,79
2011,Developing,141,3.03,20.83302367,2.5,3.28,99,0.1,322.992615,2271,0.746,13.6,74.5
2004,Developing,247,12.05,42.33443901,56.2,6.59,99,0.1,2378.33927,973146,0.703,14.1,68.2
2012,Developing,6,2.78,3830.184587,63.8,7.73,94,0.1,32569.59683,7915,0.889,15.9,81.8
2002,Developing,155,1.51,310.8203382,67,5.3,84,0.1,1842.44421,99184,0.679,13.5,71.9
2006,Developing,32,4.73,64.24025208,14.6,6.58,86,2,422.6332374,13829177,0.325,4.7,54.3
2009,Developing,137,3.87,282.1440066,5,5.58,94,0.1,4255.56571,14691275,0.702,13.1,75.1
2009,Developing,587,4.64,1.040021112,29,6.26,73,18.1,65.824121,1381599,0.419,9.9,50
2002,Developed,95,12.91,910.5062778,55.2,8.27,99,0.1,5293.64115,446175,0.86,13.5,78.3
2007,Developing,2,0.85,28.90135229,43.8,6.42,9,0.1,146.931125,49294,0.482,9,67.6
2000,Developing,13,13.63,3410.284431,54.6,9.77,97,0.1,22465.64184,6912498,0.844,15.7,78.8
2003,Developing,6,5.65,2.819124474,27.1,5.71,85,50.6,22.99449,187392,0.493,9.1,45.9
2014,Developed,54,7.3,1142.212403,59,11.93,98,0.1,5918.19898,969611,0.906,15.8,82.3
2005,Developing,99,2.92,171.6596026,24.1,4.66,87,0.1,1753.4178,13372,0.634,10.6,73.9
2005,Developing,265,0.72,33.74786198,15.8,5.3,85,0.6,274.819723,18336724,0.473,8.9,69
2009,Developing,127,6.87,1092.155356,53.4,7.56,85,0.1,7429.628274,3579385,0.755,12.8,76.8
2011,Developing,116,0.56,509.0020405,55,5.29,95,0.1,5432.2523,36819558,0.724,14,74.9
2011,Developing,241,0.97,78.79967196,18.5,4.24,73,0.4,454.963464,21743949,0.504,10.2,63.8
2007,Developing,217,4.14,49.93698173,24.7,7.44,97,1.2,894.927988,16311,0.527,10.3,65.1
2006,Developing,28,1.37,34.85942671,13.9,4.25,65,0.3,792.259698,1161977719,0.536,9.7,64.8
2010,Developing,254,1.33,94.25737917,23,4.95,76,1.4,757.695974,9199259,0.451,9.5,58.7
2009,Developed,61,7.25,5243.316638,6.5,9.41,96,0.1,36976.84512,5995365,0.868,16.3,81.6
2001,Developed,16,10.72,25.06262895,57.5,7.23,94,0.1,1764.97387,89142,0.713,12.9,71.6
2011,Developing,34,1.44,39.08258546,22,5.21,85,2.6,562.3393592,6679282,0.457,11.5,58.3
2014,Developing,126,0.52,721.3655432,39.5,4.17,97,0.1,11183.96191,322817,0.783,13,74.8
2001,Developing,38,10.47,2.642527148,54.2,5.67,96,0.3,21.362386,14597683,0.72,12.5,65.1
2013,Developing,229,10.58,1529.497771,59.3,7.9,97,0.2,15543.67653,14356911,0.799,14.6,70
2010,Developing,228,0.28,244.0391949,2.3,5.17,91,0.5,2178.921383,727641,0,11.4,67.9
2009,Developing,166,2.83,624.2361828,3.2,4.97,99,0.1,7318.12641,1247429,0.734,13.8,72.8
2002,Developing,416,2.16,40.82597077,17.3,6.45,76,14.5,262.884551,19139658,0.311,6.2,49.8
2003,Developing,146,0.58,88.16506179,47.3,5.25,91,0.1,1721.973863,29843937,0.551,9.3,69.9
2013,Developed,138,9.59,1230.748231,59.2,5.6,92,0.1,9585.266593,19983693,0.794,14.7,74.6
2014,Developing,199,13.94,1147.1114,61.7,5.69,97,0.1,8318.429294,9474511,0.796,15.7,72
2014,Developing,299,0.01,50.57976483,22.7,5.64,51,0.5,561.997387,118559,0.412,8.6,58.1
2014,Developed,169,15.19,2211.744178,61.9,6.55,93,0.1,16554.97139,2932367,0.841,16.5,73.4
2009,Developing,75,1.59,100.503021,21.2,9.22,98,0.1,597.1659,36,0.651,11.8,76.3
2006,Developing,161,3.23,192.9297829,43.5,7.63,95,0.8,1437.628785,754146,0.583,10.8,72.8
2008,Developing,77,9.51,3682.88717,62.4,9.76,99,0.1,31997.2821,1177841,0.853,15.9,79.9
2007,Developing,124,6.16,76.2508038,51.9,6.31,85,0.2,668.8667,345387,0.743,12.9,76.4
2013,Developing,371,7.34,978.5905287,49.5,8.78,73,4.5,6876.953821,53311955.61,0.652,12.8,69
2004,Developing,17,6.85,186.6090485,46.9,7.7,99,0.1,3623.47667,184738458,0.695,14,72
2010,Developed,81,10.22,665.7356115,61.9,1.17,98,0.1,4438.23741,1895586,0.878,15.9,80
2004,Developing,77,7.8,5513.329924,6.6,9.56,91,0.1,31979.87195,31995,0.881,15.8,80
2008,Developing,525,1.27,74.34482999,16.9,1.7,91,16.9,372.842678,14271234,0.4,9.6,50
2007,Developing,185,8.12,916.4741775,31.2,3.3,99,0.1,12154.82994,8533,0.733,13.1,72.2
2002,Developing,263,2.43,55.60878216,39.8,5.81,98,0.1,571.51883,2443659,0.599,10.1,63.8
2010,Developing,178,0.24,84.62302524,16.4,6.43,82,0.2,592.1835216,2723137,0.515,11.1,68
2008,Developing,139,3.76,197.9303077,49.3,5.66,96,0.1,4274.95265,14447562,0.698,13,74.6
2013,Developing,251,0.01,87.4080423,24.6,4.59,77,1.2,915.2674586,14451,0.466,10.3,59.5
2010,Developing,86,11.7,72.8001211,6.1,11.2,99,0.1,473.34279,6527512,0.879,16,81.3
2004,Developing,247,0.35,66.02236299,19.1,5.68,87,0.7,733.581811,1955944,0.408,6.2,59.7
2009,Developing,116,0.62,188.2902861,52.7,5.67,99,0.1,2861.5545,31989897,0.596,10.5,72.3
2002,Developing,134,2.86,57.17810403,47.8,5.4,94,0.1,783.261699,333897,0.645,10.8,72.6
2002,Developing,157,3.88,187.3843511,45.1,4.62,88,0.3,2183.966796,13726,0.675,12.5,73.6
2011,Developing,365,0.56,67.76269089,17.5,3.17,33,3.9,989.2363633,12288651,0.37,6.7,51.6
2014,Developing,19,0.01,50.539484,61.9,4.49,99,0.1,546.3728,88586,0.727,15.2,69.7
2000,Developing,247,12.98,24.24947846,54.4,6.13,99,0.1,1276.28834,997961,0.675,13.1,68
2004,Developing,125,0.54,32.52523612,57,9.5,95,0.1,261.456882,5535595,0.723,13.5,72.5
2010,Developing,196,2.14,443.3248254,47.2,6.64,94,0.4,2825.5247,1463417,0.602,10.5,77
2013,Developing,114,0.4,546.6235156,64,7.23,98,0.1,3992.86717,8413464,0.737,13.1,73.9
2012,Developing,294,0.01,41.60027954,22.6,5.11,84,1.7,563.6894247,6859482,0.464,12,58.9
2011,Developed,57,10.69,2443.325028,58.3,7.54,99,0.1,32233.83942,1124835,0.847,13.8,79.7
2007,Developing,216,4.19,137.327474,21.1,3.94,87,0.1,1672.685433,8929349,0.648,11.4,67.5
2002,Developing,138,1.47,35.55729,55.1,5.36,78,0.1,366.57,6514354,0.658,11.5,71.2
2002,Developing,459,7.04,346.5316007,41.6,8.9,7,26.6,2518.398261,45855482.88,0.62,12.9,54.9
2014,Developing,255,0.01,170.9626624,21.3,5.72,92,2.9,1335.6458,462425,0.546,11.1,62.9
2012,Developing,115,0.41,67.70171064,63.2,8,98,0.1,387.753211,7992573,0.735,12.9,73.7
2008,Developing,119,6.76,24.73142261,6.1,8.17,94,0.1,962.312164,335824,0.77,15.7,76.4
2011,Developing,275,4.51,85.55592906,17.1,5.17,91,0.9,666.842783,168194,0.377,6.7,58.1
2013,Developing,394,0.01,55.83107625,18.8,1.96,89,6.3,332.922339,16577147,0.459,10.7,56.7
2000,Developed,98,13.14,8246.130437,54,7.48,99,0.1,48735.99549,4363,0.848,13.5,77.8
2009,Developing,338,4.05,2.030494673,15.7,6.96,94,2.4,24.944652,848931,0.336,8.6,56.2
2006,Developing,221,0.01,55.79836969,24.8,3.21,68,1.3,944.134851,322653,0.466,7.2,69
2003,Developed,29,8.24,478.0644911,56.3,6.15,98,0.1,5134.95694,2287955,0.761,15.2,78
2003,Developing,273,0.52,19.15664091,15.5,4.9,95,0.2,997.7417141,623434,0,8.4,63.3
2004,Developing,197,1.56,15.35342268,16.1,4.28,97,0.1,174.6692,19228,0.705,12.8,69.1
2004,Developing,123,5.69,527.60848,49.5,8.9,95,0.2,4591.892776,3269541,0.733,12.8,75.8
2003,Developing,215,0.5,1.76541345,7.6,9.98,7,0.1,115.3865,88895,0,11.6,64.7
2013,Developing,192,0.01,460.6487805,61.1,4.26,99,0.1,4763.68956,879715,0.719,15,69.6
2011,Developing,127,9.56,915.3190791,57.7,9.72,94,0.1,6423.291783,723499,0.757,13.5,74.6
2007,Developed,144,10.9,14.3042452,56.6,6.28,99,0.1,1126.31852,381256,0.808,15,75.3
2011,Developing,361,8.06,239.8913921,21,3.38,71,2.5,4299.12889,24218565,0.495,9.4,51
2010,Developing,142,0.01,62.65945432,15.2,3.6,94,0.1,757.6717572,15214912,0.535,8.9,69.9
2003,Developing,132,3.36,70.54185252,47.5,8.49,75,0.1,928.18227,431,0.684,11.8,72.7
2012,Developing,138,0.01,63.80294988,73.8,4.51,77,0.1,451.542462,14951,0.717,14.4,73
2012,Developing,99,0.55,19.15853732,55.5,6.15,99,0.1,294.746728,33333789,0.623,11.6,73.6
2011,Developing,289,3.57,40.45367358,23.7,5.46,86,5.7,692.69989,1596154,0.41,9,57.1
2002,Developed,9,12.5,3979.057728,51.2,1.27,83,0.1,26351.37568,881957,0.847,16.1,78.7
2000,Developing,129,4.99,10.22840118,52.4,4.98,97,0.1,672.92113,11719673,0.694,11.4,74.8
2008,Developing,167,16.99,225.0723618,56.7,6.6,95,0.1,1894.5485,13379,0.835,16.1,74.2
2012,Developing,184,0.01,247.9492284,48.1,5.48,99,0.1,1858.689868,551531,0.505,9.4,68.7
2008,Developing,196,4.94,815.4355995,53.3,5.92,85,1.2,6858.163158,515148,0.691,11.9,69.8
2014,Developing,21,0.01,45.33788677,22.9,2.28,88,0.3,1262.893782,51924182,0.547,9.1,66.4
2010,Developing,349,5.99,547.0386679,35.2,5.64,95,6.2,6346.15624,214866,0.669,12.3,61.1
2006,Developing,91,7.33,1275.689625,58.1,6.18,94,0.1,9484.681227,16319792,0.796,14.9,78.9
2000,Developing,139,1.83,300.1621026,15.2,8,98,0.1,2182.99711,286,0.577,11.3,69.6
2009,Developing,72,8.4,864.94993,63.6,11.17,91,0.1,4773.45436,33628571,0.898,15.9,81
2009,Developing,235,4.61,134.1678932,45.9,5.29,95,0.1,1717.898761,2668289,0.686,13.8,66.9
2011,Developing,152,7.58,1084.999766,52.8,8.9,99,0.1,13167.47289,198686688,0.724,14,74.1
2010,Developing,527,2.71,154.8705998,29.7,1.87,93,13.4,1173.26212,24551,0.464,10.9,51.1
2004,Developing,17,4.54,221.8428,48.9,6.38,97,0.1,2416.588235,326939,0.681,10.9,73
2013,Developed,161,10.37,150.3116884,6.2,5.67,94,0.1,1532.22924,212647,0.814,15.4,74.1
2012,Developed,62,9.05,1162.656768,6.5,11.1,97,0.1,49474.7561,16754962,0.921,18.1,81.1
2004,Developing,148,3.65,16.37920405,46.5,6.22,88,0.3,278.557892,1359647,0.682,12.7,74.4
2005,Developed,65,11.41,1562.520827,55.3,6.37,98,0.1,25324.48666,127658,0.826,13.5,78.7
2000,Developing,163,3.99,84.17527008,43.6,3.38,87,0.3,1451.29776,12628596,0.668,12.4,72.8
